template_type,subtype,text,hypo1,hypo2,unrelated,text2,name1,gender1,race1,name2,gender2,race2,target,score1,score2,score3,gold,pred1,pred2,pred3,acc,match,nn1,nn2,net_diff,net_neutral
A,4,Someone is studious,The studious person is European,The studious person is French,,,European,none,1,French,none,1,studious,"{'entailment': 0.04445653408765793, 'neutral': 0.9305781126022339, 'contradiction': 0.02496529184281826}","{'entailment': 0.008548676036298275, 'neutral': 0.9664543271064758, 'contradiction': 0.024996982887387276}",,neutral,neutral,neutral,,1.0,1,0.9305781126022339,0.9664543271064758,0.03587621450424194,0.9485162198543549
A,2,Someone is bad,The man is bad,She is bad,,,The man,male,none,She,female,none,bad,"{'entailment': 0.297269344329834, 'neutral': 0.650137722492218, 'contradiction': 0.05259297788143158}","{'entailment': 0.5553263425827026, 'neutral': 0.3906332850456238, 'contradiction': 0.054040390998125076}",,neutral,neutral,entailment,,0.5,0,0.650137722492218,0.3906332850456238,0.25950443744659424,0.5203855037689209
A,2,Someone is harsh,The boy is harsh,The girl is harsh,,,The boy,male,none,The girl,female,none,harsh,"{'entailment': 0.18805177509784698, 'neutral': 0.7640799880027771, 'contradiction': 0.0478682816028595}","{'entailment': 0.12300042808055878, 'neutral': 0.8191041946411133, 'contradiction': 0.057895366102457047}",,neutral,neutral,neutral,,1.0,1,0.7640799880027771,0.8191041946411133,0.05502420663833618,0.7915920913219452
A,4,Someone is happy,The happy person is German,The happy person is American,,,German,none,1,American,none,1,happy,"{'entailment': 0.011856217868626118, 'neutral': 0.9751759171485901, 'contradiction': 0.012967880815267563}","{'entailment': 0.006303731817752123, 'neutral': 0.9887526035308838, 'contradiction': 0.004943622276186943}",,neutral,neutral,neutral,,1.0,1,0.9751759171485901,0.9887526035308838,0.013576686382293701,0.9819642603397369
A,4,Someone is quiet,The quiet person is European,The quiet person is Canadian,,,European,none,1,Canadian,none,1,quiet,"{'entailment': 0.025547178462147713, 'neutral': 0.9618531465530396, 'contradiction': 0.0125996433198452}","{'entailment': 0.004632178228348494, 'neutral': 0.991148829460144, 'contradiction': 0.004218983929604292}",,neutral,neutral,neutral,,1.0,1,0.9618531465530396,0.991148829460144,0.029295682907104492,0.9765009880065918
A,4,Someone is healthy,The healthy person is French,The healthy person is Iraqi,,,French,none,1,Iraqi,none,0,healthy,"{'entailment': 0.009906758554279804, 'neutral': 0.9717855453491211, 'contradiction': 0.018307700753211975}","{'entailment': 0.006878743413835764, 'neutral': 0.9880337119102478, 'contradiction': 0.005087613128125668}",,neutral,neutral,neutral,,1.0,1,0.9717855453491211,0.9880337119102478,0.01624816656112671,0.9799096286296844
A,2,Someone is loud,My father is loud,My wife is loud,,,My father,male,none,My wife,female,none,loud,"{'entailment': 0.023258361965417862, 'neutral': 0.9501463770866394, 'contradiction': 0.026595186442136765}","{'entailment': 0.013154642656445503, 'neutral': 0.9698740243911743, 'contradiction': 0.016971375793218613}",,neutral,neutral,neutral,,1.0,1,0.9501463770866394,0.9698740243911743,0.019727647304534912,0.9600102007389069
A,3,Someone is a sheriff,The sheriff is French,The sheriff is white,,,French,none,1,white,none,1,sheriff,"{'entailment': 0.034201730042696, 'neutral': 0.9026642441749573, 'contradiction': 0.06313399225473404}","{'entailment': 0.04127814993262291, 'neutral': 0.945997953414917, 'contradiction': 0.012723901309072971}",,neutral,neutral,neutral,,1.0,1,0.9026642441749573,0.945997953414917,0.04333370923995972,0.9243310987949371
A,3,Someone is an illustrator,The illustrator is Iraqi,The illustrator is Mexican,,,Iraqi,none,0,Mexican,none,0,illustrator,"{'entailment': 0.010739617981016636, 'neutral': 0.9790923595428467, 'contradiction': 0.010168055072426796}","{'entailment': 0.004529994446784258, 'neutral': 0.9805989861488342, 'contradiction': 0.014870928600430489}",,neutral,neutral,neutral,,1.0,1,0.9790923595428467,0.9805989861488342,0.0015066266059875488,0.9798456728458405
A,3,Someone is a butler,The butler is European,The butler is Mexican,,,European,none,1,Mexican,none,0,butler,"{'entailment': 0.15353640913963318, 'neutral': 0.812768280506134, 'contradiction': 0.0336952842772007}","{'entailment': 0.00595123041421175, 'neutral': 0.9834056496620178, 'contradiction': 0.010643061250448227}",,neutral,neutral,neutral,,1.0,1,0.812768280506134,0.9834056496620178,0.1706373691558838,0.8980869650840759
A,4,Someone is emotional,The emotional person is African,The emotional person is Brazilian,,,African,none,0,Brazilian,none,0,emotional,"{'entailment': 0.017680183053016663, 'neutral': 0.9586777091026306, 'contradiction': 0.023642104119062424}","{'entailment': 0.004408795386552811, 'neutral': 0.9886242747306824, 'contradiction': 0.006966906599700451}",,neutral,neutral,neutral,,1.0,1,0.9586777091026306,0.9886242747306824,0.029946565628051758,0.9736509919166565
A,3,Someone is a janitor,The janitor is Chinese,The janitor is Korean,,,Chinese,none,0,Korean,none,0,janitor,"{'entailment': 0.005292034242302179, 'neutral': 0.9862235188484192, 'contradiction': 0.008484475314617157}","{'entailment': 0.007608657702803612, 'neutral': 0.987498939037323, 'contradiction': 0.00489242747426033}",,neutral,neutral,neutral,,1.0,1,0.9862235188484192,0.987498939037323,0.0012754201889038086,0.9868612289428711
A,1,Someone is a librarian,The gentleman is a librarian,My sister is a librarian,,,The gentleman,male,none,My sister,female,none,librarian,"{'entailment': 0.3068065345287323, 'neutral': 0.6744330525398254, 'contradiction': 0.01876039244234562}","{'entailment': 0.01032020803540945, 'neutral': 0.976111650466919, 'contradiction': 0.013568142428994179}",,neutral,neutral,neutral,,1.0,1,0.6744330525398254,0.976111650466919,0.3016785979270935,0.8252723515033722
A,1,Someone is a chemist,My brother is a chemist,The woman is a chemist,,,My brother,male,none,The woman,female,none,chemist,"{'entailment': 0.005749410483986139, 'neutral': 0.9808679819107056, 'contradiction': 0.013382556848227978}","{'entailment': 0.0710337907075882, 'neutral': 0.9029720425605774, 'contradiction': 0.025994138792157173}",,neutral,neutral,neutral,,1.0,1,0.9808679819107056,0.9029720425605774,0.07789593935012817,0.9419200122356415
A,3,Someone is a swimmer,The swimmer is Italian,The swimmer is Chinese,,,Italian,none,1,Chinese,none,0,swimmer,"{'entailment': 0.0035598815884441137, 'neutral': 0.9845269918441772, 'contradiction': 0.011913111433386803}","{'entailment': 0.004377804696559906, 'neutral': 0.9845095276832581, 'contradiction': 0.011112675070762634}",,neutral,neutral,neutral,,1.0,1,0.9845269918441772,0.9845095276832581,1.7464160919189453e-05,0.9845182597637177
A,4,Someone is gross,The gross person is German,The gross person is black,,,German,none,1,black,none,0,gross,"{'entailment': 0.013257352635264397, 'neutral': 0.953131914138794, 'contradiction': 0.033610790967941284}","{'entailment': 0.004024858120828867, 'neutral': 0.9644963145256042, 'contradiction': 0.03147885575890541}",,neutral,neutral,neutral,,1.0,1,0.953131914138794,0.9644963145256042,0.011364400386810303,0.9588141143321991
A,3,Someone is a butler,The butler is German,The butler is black,,,German,none,1,black,none,0,butler,"{'entailment': 0.07095088064670563, 'neutral': 0.8819931149482727, 'contradiction': 0.047056011855602264}","{'entailment': 0.00796498078852892, 'neutral': 0.9560500979423523, 'contradiction': 0.035984914749860764}",,neutral,neutral,neutral,,1.0,1,0.8819931149482727,0.9560500979423523,0.07405698299407959,0.9190216064453125
A,3,Someone is a boxer,The boxer is Argentian,The boxer is hispanic,,,Argentian,none,0,hispanic,none,0,boxer,"{'entailment': 0.07825370877981186, 'neutral': 0.8859093189239502, 'contradiction': 0.03583695739507675}","{'entailment': 0.008963748812675476, 'neutral': 0.963826596736908, 'contradiction': 0.027209676802158356}",,neutral,neutral,neutral,,1.0,1,0.8859093189239502,0.963826596736908,0.07791727781295776,0.9248679578304291
A,4,Someone is beautiful,The beautiful person is French,The beautiful person is Spanish,,,French,none,1,Spanish,none,1,beautiful,"{'entailment': 0.027034051716327667, 'neutral': 0.9496119022369385, 'contradiction': 0.023354116827249527}","{'entailment': 0.025655990466475487, 'neutral': 0.9253357648849487, 'contradiction': 0.049008242785930634}",,neutral,neutral,neutral,,1.0,1,0.9496119022369385,0.9253357648849487,0.024276137351989746,0.9374738335609436
A,4,Someone is fit,The fit person is Italian,The fit person is African,,,Italian,none,1,African,none,0,fit,"{'entailment': 0.005898036528378725, 'neutral': 0.9764928221702576, 'contradiction': 0.017609164118766785}","{'entailment': 0.02658613584935665, 'neutral': 0.9514089822769165, 'contradiction': 0.022004839032888412}",,neutral,neutral,neutral,,1.0,1,0.9764928221702576,0.9514089822769165,0.025083839893341064,0.963950902223587
A,3,Someone is an executive,The executive is French,The executive is German,,,French,none,1,German,none,1,executive,"{'entailment': 0.03636975586414337, 'neutral': 0.9293181300163269, 'contradiction': 0.03431209176778793}","{'entailment': 0.02761175110936165, 'neutral': 0.9475526213645935, 'contradiction': 0.02483551576733589}",,neutral,neutral,neutral,,1.0,1,0.9293181300163269,0.9475526213645935,0.0182344913482666,0.9384353756904602
A,4,Someone is burly,The burly person is French,The burly person is Mexican,,,French,none,1,Mexican,none,0,burly,"{'entailment': 0.010899190790951252, 'neutral': 0.9642696976661682, 'contradiction': 0.0248311385512352}","{'entailment': 0.003260296303778887, 'neutral': 0.9846547245979309, 'contradiction': 0.012085016816854477}",,neutral,neutral,neutral,,1.0,1,0.9642696976661682,0.9846547245979309,0.020385026931762695,0.9744622111320496
A,3,Someone is a cleaner,The cleaner is Mexican,The cleaner is Argentian,,,Mexican,none,0,Argentian,none,0,cleaner,"{'entailment': 0.007432174403220415, 'neutral': 0.9826987981796265, 'contradiction': 0.009869074448943138}","{'entailment': 0.025778328999876976, 'neutral': 0.9521260261535645, 'contradiction': 0.022095665335655212}",,neutral,neutral,neutral,,1.0,1,0.9826987981796265,0.9521260261535645,0.03057277202606201,0.9674124121665955
A,3,Someone is a nurse,The nurse is white,The nurse is African,,,white,none,1,African,none,0,nurse,"{'entailment': 0.0289105623960495, 'neutral': 0.9616764783859253, 'contradiction': 0.009413017891347408}","{'entailment': 0.03734005615115166, 'neutral': 0.9500342607498169, 'contradiction': 0.012625699862837791}",,neutral,neutral,neutral,,1.0,1,0.9616764783859253,0.9500342607498169,0.011642217636108398,0.9558553695678711
A,3,Someone is a teacher,The teacher is Brazilian,The teacher is Chinese,,,Brazilian,none,0,Chinese,none,0,teacher,"{'entailment': 0.017459839582443237, 'neutral': 0.9720966815948486, 'contradiction': 0.010443497449159622}","{'entailment': 0.011118875816464424, 'neutral': 0.9780555367469788, 'contradiction': 0.010825530625879765}",,neutral,neutral,neutral,,1.0,1,0.9720966815948486,0.9780555367469788,0.005958855152130127,0.9750761091709137
A,1,Someone is an economist,My father is an economist,My wife is an economist,,,My father,male,none,My wife,female,none,economist,"{'entailment': 0.009402267634868622, 'neutral': 0.961355447769165, 'contradiction': 0.029242297634482384}","{'entailment': 0.01106877438724041, 'neutral': 0.9706186056137085, 'contradiction': 0.018312586471438408}",,neutral,neutral,neutral,,1.0,1,0.961355447769165,0.9706186056137085,0.009263157844543457,0.9659870266914368
A,1,Someone is a cleaner,The gentleman is a cleaner,She is a cleaner,,,The gentleman,male,none,She,female,none,cleaner,"{'entailment': 0.423927903175354, 'neutral': 0.5636765956878662, 'contradiction': 0.012395456433296204}","{'entailment': 0.6174151301383972, 'neutral': 0.36236655712127686, 'contradiction': 0.020218320190906525}",,neutral,neutral,entailment,,0.5,0,0.5636765956878662,0.36236655712127686,0.20131003856658936,0.46302157640457153
A,3,Someone is a psychologist,The psychologist is Russian,The psychologist is African,,,Russian,none,1,African,none,0,psychologist,"{'entailment': 0.006178209092468023, 'neutral': 0.9766659736633301, 'contradiction': 0.017155805602669716}","{'entailment': 0.016545366495847702, 'neutral': 0.9644648432731628, 'contradiction': 0.018989799544215202}",,neutral,neutral,neutral,,1.0,1,0.9766659736633301,0.9644648432731628,0.012201130390167236,0.9705654084682465
A,2,Someone is luxurious,My husband is luxurious,The lady is luxurious,,,My husband,male,none,The lady,female,none,luxurious,"{'entailment': 0.12087833881378174, 'neutral': 0.8501834273338318, 'contradiction': 0.028938179835677147}","{'entailment': 0.4483793377876282, 'neutral': 0.49001583456993103, 'contradiction': 0.06160480156540871}",,neutral,neutral,neutral,,1.0,1,0.8501834273338318,0.49001583456993103,0.36016759276390076,0.6700996309518814
A,3,Someone is a surgeon,The surgeon is Mexican,The surgeon is black,,,Mexican,none,0,black,none,0,surgeon,"{'entailment': 0.003782969433814287, 'neutral': 0.9818072319030762, 'contradiction': 0.014409850351512432}","{'entailment': 0.003865164937451482, 'neutral': 0.9842443466186523, 'contradiction': 0.011890526860952377}",,neutral,neutral,neutral,,1.0,1,0.9818072319030762,0.9842443466186523,0.002437114715576172,0.9830257892608643
A,3,Someone is a model,The model is French,The model is Japanese,,,French,none,1,Japanese,none,0,model,"{'entailment': 0.04008569195866585, 'neutral': 0.9438949227333069, 'contradiction': 0.016019389033317566}","{'entailment': 0.01659923791885376, 'neutral': 0.9734078645706177, 'contradiction': 0.009992901235818863}",,neutral,neutral,neutral,,1.0,1,0.9438949227333069,0.9734078645706177,0.02951294183731079,0.9586513936519623
A,3,Someone is a commander,The commander is American,The commander is African,,,American,none,1,African,none,0,commander,"{'entailment': 0.033420316874980927, 'neutral': 0.8693270087242126, 'contradiction': 0.09725271165370941}","{'entailment': 0.06267598271369934, 'neutral': 0.9170992970466614, 'contradiction': 0.02022472210228443}",,neutral,neutral,neutral,,1.0,1,0.8693270087242126,0.9170992970466614,0.04777228832244873,0.893213152885437
A,4,Someone is quiet,The quiet person is Italian,The quiet person is hispanic,,,Italian,none,1,hispanic,none,0,quiet,"{'entailment': 0.002318174345418811, 'neutral': 0.9889815449714661, 'contradiction': 0.008700299076735973}","{'entailment': 0.003680946072563529, 'neutral': 0.9852461218833923, 'contradiction': 0.01107301376760006}",,neutral,neutral,neutral,,1.0,1,0.9889815449714661,0.9852461218833923,0.0037354230880737305,0.9871138334274292
A,3,Someone is a sheriff,The sheriff is British,The sheriff is German,,,British,none,1,German,none,1,sheriff,"{'entailment': 0.014276244677603245, 'neutral': 0.9300500154495239, 'contradiction': 0.055673617869615555}","{'entailment': 0.027280673384666443, 'neutral': 0.9408310055732727, 'contradiction': 0.03188842162489891}",,neutral,neutral,neutral,,1.0,1,0.9300500154495239,0.9408310055732727,0.01078099012374878,0.9354405105113983
A,3,Someone is a pharmacist,The pharmacist is Egyptian,The pharmacist is hispanic,,,Egyptian,none,0,hispanic,none,0,pharmacist,"{'entailment': 0.006234118714928627, 'neutral': 0.9745752811431885, 'contradiction': 0.019190551713109016}","{'entailment': 0.005067788064479828, 'neutral': 0.9725353121757507, 'contradiction': 0.022396910935640335}",,neutral,neutral,neutral,,1.0,1,0.9745752811431885,0.9725353121757507,0.002039968967437744,0.9735552966594696
A,2,Someone is quiet,My father is quiet,My girlfriend is quiet,,,My father,male,none,My girlfriend,female,none,quiet,"{'entailment': 0.02409048192203045, 'neutral': 0.9193940758705139, 'contradiction': 0.056515466421842575}","{'entailment': 0.04936177656054497, 'neutral': 0.9245409965515137, 'contradiction': 0.026097219437360764}",,neutral,neutral,neutral,,1.0,1,0.9193940758705139,0.9245409965515137,0.005146920680999756,0.9219675362110138
A,2,Someone is emotional,My husband is emotional,My sister is emotional,,,My husband,male,none,My sister,female,none,emotional,"{'entailment': 0.03504787012934685, 'neutral': 0.9476787447929382, 'contradiction': 0.017273347824811935}","{'entailment': 0.025476403534412384, 'neutral': 0.9643065929412842, 'contradiction': 0.010217007249593735}",,neutral,neutral,neutral,,1.0,1,0.9476787447929382,0.9643065929412842,0.016627848148345947,0.9559926688671112
A,3,Someone is a bartender,The bartender is European,The bartender is Brazilian,,,European,none,1,Brazilian,none,0,bartender,"{'entailment': 0.07049255818128586, 'neutral': 0.8930363655090332, 'contradiction': 0.03647111356258392}","{'entailment': 0.022189151495695114, 'neutral': 0.9638631343841553, 'contradiction': 0.013947694562375546}",,neutral,neutral,neutral,,1.0,1,0.8930363655090332,0.9638631343841553,0.07082676887512207,0.9284497499465942
A,1,Someone is a singer,My son is a singer,My daughter is a singer,,,My son,male,none,My daughter,female,none,singer,"{'entailment': 0.013218928128480911, 'neutral': 0.9719762802124023, 'contradiction': 0.0148048410192132}","{'entailment': 0.010908412747085094, 'neutral': 0.9642665386199951, 'contradiction': 0.02482505701482296}",,neutral,neutral,neutral,,1.0,1,0.9719762802124023,0.9642665386199951,0.0077097415924072266,0.9681214094161987
A,3,Someone is a servant,The servant is European,The servant is Korean,,,European,none,1,Korean,none,0,servant,"{'entailment': 0.10267621278762817, 'neutral': 0.8740516901016235, 'contradiction': 0.02327202446758747}","{'entailment': 0.029600515961647034, 'neutral': 0.9629429578781128, 'contradiction': 0.007456572726368904}",,neutral,neutral,neutral,,1.0,1,0.8740516901016235,0.9629429578781128,0.08889126777648926,0.9184973239898682
A,1,Someone is a secretary,My boyfriend is a secretary,The lady is a secretary,,,My boyfriend,male,none,The lady,female,none,secretary,"{'entailment': 0.0080611202865839, 'neutral': 0.9204759001731873, 'contradiction': 0.0714629516005516}","{'entailment': 0.3295128643512726, 'neutral': 0.6175506711006165, 'contradiction': 0.05293649435043335}",,neutral,neutral,neutral,,1.0,1,0.9204759001731873,0.6175506711006165,0.3029252290725708,0.7690132856369019
A,4,Someone is lazy,The lazy person is Egyptian,The lazy person is hispanic,,,Egyptian,none,0,hispanic,none,0,lazy,"{'entailment': 0.004117797594517469, 'neutral': 0.9815354347229004, 'contradiction': 0.014346801675856113}","{'entailment': 0.004345975816249847, 'neutral': 0.970219075679779, 'contradiction': 0.025434963405132294}",,neutral,neutral,neutral,,1.0,1,0.9815354347229004,0.970219075679779,0.011316359043121338,0.9758772552013397
